128338,35.64944444,,¼ä¸ô,,-1,,
3394,0.942777778,,1,,0,,3
57649,16.01361111,,,,1,,1692
57649,16.01361111,,,,2,,529
551,0.153055556,,,,3,,233
551,0.153055556,,,,4,,176
102371,28.43638889,,,,5,,107
6096,1.693333333,,,,6,,66
58344,16.20666667,,,,7,,58
773,0.214722222,,,,8,,59
65232,18.12,,,,9,,23
128,0.035555556,,,,10,,22
1703,0.473055556,,,,11,,15
3969,1.1025,,,,12,,18
341,0.094722222,,,,13,,8
1448,0.402222222,,,,14,,10
1448,0.402222222,,,,15,,9
5098,1.416111111,,,,16,,9
4038,1.121666667,,,,17,,7
599,0.166388889,,,,18,,8
28707,7.974166667,,,,19,,11
8029,2.230277778,,,,20,,20
56731,15.75861111,,,,21,,6
6256,1.737777778,,,,22,,14
5470,1.519444444,,,,23,,4
5944,1.651111111,,,,24,,5
7504,2.084444444,,,,25,,2
162111,45.03083333,,,,26,,7
1407,0.390833333,,,,27,,6
1477,0.410277778,,,,28,,3
1841,0.511388889,,,,29,,3
3740,1.038888889,,,,30,,3
47920,13.31111111,,,,31,,2
2598,0.721666667,,,,32,,3
15355,4.265277778,,,,33,,3
156,0.043333333,,,,34,,0
18537,5.149166667,,,,35,,2
3097,0.860277778,,,,36,,0
4040,1.122222222,,,,37,,4
48219,13.39416667,,,,38,,0
103,0.028611111,,,,39,,2
14779,4.105277778,,,,40,,1
2339,0.649722222,,,,41,,1
5168,1.435555556,,,,42,,2
3581,0.994722222,,,,43,,2
10592,2.942222222,,,,44,,0
3391,0.941944444,,,,45,,1
600,0.166666667,,,,46,,5
283,0.078611111,,,,47,,0
20528,5.702222222,,,,48,,1
82142,22.81722222,,,,49,,2
1046,0.290555556,,,,50,,0
7829,2.174722222,,,,51,,0
7829,2.174722222,,,,52,,1
46959,13.04416667,,,,53,,2
5239,1.455277778,,,,54,,0
5506,1.529444444,,,,55,,0
1240,0.344444444,,,,,,
13625,3.784722222,,,,,,
2956,0.821111111,,,,,,
17501,4.861388889,,,,,,
735,0.204166667,,,,,,
48963,13.60083333,,,,,,
100888,28.02444444,,,,,,
6528,1.813333333,,,,,,
4204,1.167777778,,,,,,
4163,1.156388889,,,,,,
12996,3.61,,,,,,
4721,1.311388889,,,,,,
4911,1.364166667,,,,,,
4976,1.382222222,,,,,,
3857,1.071388889,,,,,,
21562,5.989444444,,,,,,
46157,12.82138889,,,,,,
14053,3.903611111,,,,,,
14053,3.903611111,,,,,,
22423,6.228611111,,,,,,
22423,6.228611111,,,,,,
26596,7.387777778,,,,,,
26704,7.417777778,,,,,,
26704,7.417777778,,,,,,
10532,2.925555556,,,,,,
32678,9.077222222,,,,,,
32865,9.129166667,,,,,,
37010,10.28055556,,,,,,
57,0.015833333,,,,,,
5362,1.489444444,,,,,,
5395,1.498611111,,,,,,
10328,2.868888889,,,,,,
670,0.186111111,,,,,,
679,0.188611111,,,,,,
696,0.193333333,,,,,,
1532,0.425555556,,,,,,
7953,2.209166667,,,,,,
43,0.011944444,,,,,,
5711,1.586388889,,,,,,
11966,3.323888889,,,,,,
58446,16.235,,,,,,
21136,5.871111111,,,,,,
458,0.127222222,,,,,,
519,0.144166667,,,,,,
53317,14.81027778,,,,,,
1621,0.450277778,,,,,,
14967,4.1575,,,,,,
1181,0.328055556,,,,,,
1447,0.401944444,,,,,,
1483,0.411944444,,,,,,
1634,0.453888889,,,,,,
431,0.119722222,,,,,,
1385,0.384722222,,,,,,
3533,0.981388889,,,,,,
72,0.02,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
1000,0.277777778,,,,,,
147,0.040833333,,,,,,
4263,1.184166667,,,,,,
75,0.020833333,,,,,,
165,0.045833333,,,,,,
659,0.183055556,,,,,,
185457,51.51583333,,,,,,
766,0.212777778,,,,,,
24,0.006666667,,,,,,
1111,0.308611111,,,,,,
1112,0.308888889,,,,,,
256,0.071111111,,,,,,
595,0.165277778,,,,,,
404,0.112222222,,,,,,
76,0.021111111,,,,,,
683,0.189722222,,,,,,
5791,1.608611111,,,,,,
4037,1.121388889,,,,,,
1312,0.364444444,,,,,,
4062,1.128333333,,,,,,
462,0.128333333,,,,,,
46,0.012777778,,,,,,
5352,1.486666667,,,,,,
2881,0.800277778,,,,,,
1400,0.388888889,,,,,,
1400,0.388888889,,,,,,
51,0.014166667,,,,,,
218,0.060555556,,,,,,
1123,0.311944444,,,,,,
925,0.256944444,,,,,,
62,0.017222222,,,,,,
15,0.004166667,,,,,,
39,0.010833333,,,,,,
39,0.010833333,,,,,,
8104,2.251111111,,,,,,
35584,9.884444444,,,,,,
47866,13.29611111,,,,,,
90742,25.20611111,,,,,,
1814,0.503888889,,,,,,
4660,1.294444444,,,,,,
21917,6.088055556,,,,,,
1754,0.487222222,,,,,,
54310,15.08611111,,,,,,
54310,15.08611111,,,,,,
2199,0.610833333,,,,,,
49088,13.63555556,,,,,,
16785,4.6625,,,,,,
27031,7.508611111,,,,,,
29935,8.315277778,,,,,,
2182,0.606111111,,,,,,
30782,8.550555556,,,,,,
3441,0.955833333,,,,,,
294,0.081666667,,,,,,
2166,0.601666667,,,,,,
5110,1.419444444,,,,,,
486,0.135,,,,,,
483,0.134166667,,,,,,
2958,0.821666667,,,,,,
508,0.141111111,,,,,,
5464,1.517777778,,,,,,
3626,1.007222222,,,,,,
3626,1.007222222,,,,,,
10082,2.800555556,,,,,,
394,0.109444444,,,,,,
4509,1.2525,,,,,,
694,0.192777778,,,,,,
33,0.009166667,,,,,,
291,0.080833333,,,,,,
749,0.208055556,,,,,,
1791,0.4975,,,,,,
1791,0.4975,,,,,,
7898,2.193888889,,,,,,
4558,1.266111111,,,,,,
448,0.124444444,,,,,,
2219,0.616388889,,,,,,
401,0.111388889,,,,,,
54,0.015,,,,,,
40,0.011111111,,,,,,
5910,1.641666667,,,,,,
705,0.195833333,,,,,,
9660,2.683333333,,,,,,
3582,0.995,,,,,,
1991,0.553055556,,,,,,
4304,1.195555556,,,,,,
12929,3.591388889,,,,,,
10076,2.798888889,,,,,,
31,0.008611111,,,,,,
266,0.073888889,,,,,,
520,0.144444444,,,,,,
76918,21.36611111,,,,,,
82,0.022777778,,,,,,
3845,1.068055556,,,,,,
3854,1.070555556,,,,,,
2274,0.631666667,,,,,,
2749,0.763611111,,,,,,
216,0.06,,,,,,
8972,2.492222222,,,,,,
10903,3.028611111,,,,,,
5489,1.524722222,,,,,,
5511,1.530833333,,,,,,
9949,2.763611111,,,,,,
10043,2.789722222,,,,,,
1295,0.359722222,,,,,,
10049,2.791388889,,,,,,
11313,3.1425,,,,,,
9525,2.645833333,,,,,,
1276,0.354444444,,,,,,
986,0.273888889,,,,,,
957,0.265833333,,,,,,
53000,14.72222222,,,,,,
50621,14.06138889,,,,,,
50737,14.09361111,,,,,,
50820,14.11666667,,,,,,
20549,5.708055556,,,,,,
6679,1.855277778,,,,,,
3992,1.108888889,,,,,,
4145,1.151388889,,,,,,
2718,0.755,,,,,,
7070,1.963888889,,,,,,
7362,2.045,,,,,,
4032,1.12,,,,,,
2449,0.680277778,,,,,,
2504,0.695555556,,,,,,
1724,0.478888889,,,,,,
6033,1.675833333,,,,,,
20938,5.816111111,,,,,,
21762,6.045,,,,,,
15212,4.225555556,,,,,,
112,0.031111111,,,,,,
4495,1.248611111,,,,,,
59870,16.63055556,,,,,,
64589,17.94138889,,,,,,
4257,1.1825,,,,,,
564,0.156666667,,,,,,
11888,3.302222222,,,,,,
11888,3.302222222,,,,,,
1774,0.492777778,,,,,,
354,0.098333333,,,,,,
6635,1.843055556,,,,,,
249,0.069166667,,,,,,
10822,3.006111111,,,,,,
459,0.1275,,,,,,
548,0.152222222,,,,,,
587,0.163055556,,,,,,
225,0.0625,,,,,,
1675,0.465277778,,,,,,
27253,7.570277778,,,,,,
2859,0.794166667,,,,,,
466,0.129444444,,,,,,
471,0.130833333,,,,,,
1582,0.439444444,,,,,,
1627,0.451944444,,,,,,
87,0.024166667,,,,,,
15391,4.275277778,,,,,,
3689,1.024722222,,,,,,
972,0.27,,,,,,
624,0.173333333,,,,,,
2085,0.579166667,,,,,,
1841,0.511388889,,,,,,
19753,5.486944444,,,,,,
2741,0.761388889,,,,,,
25380,7.05,,,,,,
2133,0.5925,,,,,,
1051,0.291944444,,,,,,
1051,0.291944444,,,,,,
1110,0.308333333,,,,,,
337,0.093611111,,,,,,
3191,0.886388889,,,,,,
9835,2.731944444,,,,,,
525,0.145833333,,,,,,
326,0.090555556,,,,,,
457,0.126944444,,,,,,
359,0.099722222,,,,,,
7990,2.219444444,,,,,,
3758,1.043888889,,,,,,
2735,0.759722222,,,,,,
140,0.038888889,,,,,,
170,0.047222222,,,,,,
6777,1.8825,,,,,,
6789,1.885833333,,,,,,
1498,0.416111111,,,,,,
3056,0.848888889,,,,,,
5929,1.646944444,,,,,,
860,0.238888889,,,,,,
6506,1.807222222,,,,,,
12179,3.383055556,,,,,,
24024,6.673333333,,,,,,
33157,9.210277778,,,,,,
4823,1.339722222,,,,,,
42303,11.75083333,,,,,,
26394,7.331666667,,,,,,
25884,7.19,,,,,,
31280,8.688888889,,,,,,
41052,11.40333333,,,,,,
5703,1.584166667,,,,,,
4862,1.350555556,,,,,,
101,0.028055556,,,,,,
2031,0.564166667,,,,,,
2613,0.725833333,,,,,,
3697,1.026944444,,,,,,
3458,0.960555556,,,,,,
4324,1.201111111,,,,,,
5088,1.413333333,,,,,,
87488,24.30222222,,,,,,
17431,4.841944444,,,,,,
891,0.2475,,,,,,
49130,13.64722222,,,,,,
2316,0.643333333,,,,,,
25349,7.041388889,,,,,,
7425,2.0625,,,,,,
537,0.149166667,,,,,,
589,0.163611111,,,,,,
760,0.211111111,,,,,,
6426,1.785,,,,,,
3495,0.970833333,,,,,,
152493,42.35916667,,,,,,
75143,20.87305556,,,,,,
2115,0.5875,,,,,,
2290,0.636111111,,,,,,
2290,0.636111111,,,,,,
226,0.062777778,,,,,,
20,0.005555556,,,,,,
675,0.1875,,,,,,
1410,0.391666667,,,,,,
139,0.038611111,,,,,,
476,0.132222222,,,,,,
6469,1.796944444,,,,,,
7845,2.179166667,,,,,,
118107,32.8075,,,,,,
77416,21.50444444,,,,,,
4334,1.203888889,,,,,,
7105,1.973611111,,,,,,
269,0.074722222,,,,,,
3509,0.974722222,,,,,,
3538,0.982777778,,,,,,
591,0.164166667,,,,,,
2820,0.783333333,,,,,,
14327,3.979722222,,,,,,
40042,11.12277778,,,,,,
35,0.009722222,,,,,,
11485,3.190277778,,,,,,
4945,1.373611111,,,,,,
18172,5.047777778,,,,,,
28668,7.963333333,,,,,,
